wl,n,k
0.35,1.1190768678249658,1.319912157833583
0.36,1.138125672087363,1.3409098596555842
0.37,1.1647761500215459,1.3621407979173614
0.38,1.1914282867889743,1.3847691024544015
0.39,1.2216270728358023,1.4073974069914414
0.4,1.2518258588826303,1.4300257115284816
0.41000000000000003,1.2821556151732014,1.4410962060304438
0.42000000000000004,1.312486208864372,1.4513805887582352
0.43000000000000005,1.345128161278746,1.4716649714860268
0.44000000000000006,1.378116590499555,1.5153278036930694
0.45000000000000007,1.4110175887931744,1.5452331619495714
0.4600000000000001,1.4438887605641466,1.584828576360376
0.4700000000000001,1.4781205735040361,1.6041970620311297
0.4800000000000001,1.5120269980162508,1.6235655477018833
0.4900000000000001,1.5435002004130551,1.642934033372637
0.5000000000000001,1.5738542370435482,1.6643524641675471
0.5100000000000001,1.6018917961601287,1.6871988442703831
0.5200000000000001,1.6306022371297582,1.7100452243732194
0.5300000000000001,1.6619751192639238,1.7328916044760554
0.5400000000000001,1.692774645756385,1.7557379845788916
0.5500000000000002,1.7167719286584613,1.7764623170840366
0.5600000000000002,1.7407692115605378,1.7931635434693205
0.5700000000000002,1.7635834193863968,1.8098647698546044
0.5800000000000002,1.7843640452186207,1.8265659962398886
0.5900000000000002,1.8145955619265035,1.8432672226251725
0.6000000000000002,1.8907911899779897,1.8600190683874056
0.6100000000000002,1.91895729163836,1.8768192819966358
0.6200000000000002,1.938793343569119,1.893619495605866
0.6300000000000002,1.9579935998663414,1.9104197092150963
0.6400000000000002,1.9748793160307971,1.9272199228243265
0.6500000000000002,1.9917650321952531,1.9434322460204871
0.6600000000000003,2.005802194357622,1.958948015499964
0.6700000000000003,2.018455091270266,1.9744637849794409
0.6800000000000003,2.0311079881829093,1.9899795544589176
0.6900000000000003,2.060868501861465,2.00522749134009
0.7000000000000003,2.0846202483013507,2.019407640110785
0.7100000000000003,2.0988214283371653,2.0335877888814795
0.7200000000000003,2.113840883769076,2.047767937652174
0.7300000000000003,2.137455231305694,2.061948086422869
0.7400000000000003,2.1610695788423113,2.076115261213293
0.7500000000000003,2.1805431894527394,2.0889339988278603
0.7600000000000003,2.1981558597385122,2.1017527364424278
0.7700000000000004,2.216214534360504,2.1145714740569956
0.7800000000000004,2.238613624131357,2.127390211671563
0.7900000000000004,2.26101271390221,2.1387426999754227
0.8000000000000004,2.276450454843061,2.1410099445451336
0.8100000000000004,2.2821369256397928,2.1432771891148445
