380,0.0824410913425958
390,0.069333272523346
400,0.0569886018300802
410,0.0457448900320378
420,0.0360575373664037
430,0.0284294430182318
440,0.0232827566822092
450,0.0208232117360302
460,0.020967229247488
470,0.0233704374690215
480,0.0275354655201097
490,0.0329403442001212
500,0.0391348451523925
510,0.045777018047406
520,0.0526105941827695
530,0.0594238165274504
540,0.0660429694016999
550,0.0723491043929121
560,0.0782804351345653
570,0.0838182136251456
580,0.0889700450460427
590,0.093757441117124
600,0.0982083996074802
610,0.102354134419127
620,0.106230139623437
630,0.109886008325718
640,0.113418708696544
650,0.117014676618995
660,0.12072266196091
670,0.124315542799878
680,0.127681101497913
690,0.130818304971075
700,0.133750252655179
710,0.1365007715945
720,0.139089043456062
730,0.141534341876188
740,0.143852898511429
750,0.146052190755618
760,0.148144201095511
770,0.150138902689622
780,0.152041843794435
